FIPS,State,County,snap_participants_2012,snap_participants_2017,snap_participants_change,snap_beni_per_capita_2012,snap_beni_per_capita_2017,snap_beni_per_capita_change,snap_participants_2011,snap_participants_2016,snap_online_applications_2009,snap_online_applications_2016,snap_combined_applications_2009,snap_combined_applications_2016,school_lunch_participants_2012,school_lunch_participants_2017,school_lunch_participants_change,free_lunch_eligible_stu_2010,free_lunch_eligible_stu_2015,red_px_lunch_eligible_stu_2010,red_px_lunch_eligible_stu_2015,school_brkfast_participants_2012,school_brkfast_participants_2017,school_brkfast_participants_change,summer_food_service_chldren_2012,summer_food_service_chldren_2017,summer_food_service_chldren_change,wic_redemp_per_capita_2011,wic_redemp_per_capita_2016,wic_redemp_per_capita_change,wic_participants_2012,wic_participants_2017,wic_participants_change,wic_inf_and_children_2014,wic_inf_and_children_2016,wic_inf_and_children_change,wic_women_2014,wic_women_2016,wic_women_change
1021,AL,Chilton,18.90847619,16.50005631,-2.408419881,28.17595863,20.3894062,-27.63544846,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,52.30945413,55.92147746,6.820206133,5.165956348,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,21.2314949,17.61027527,-17.05588722,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1023,AL,Choctaw,18.90847619,16.50005631,-2.408419881,31.94208908,27.88721466,-12.6944561,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,68.343697,56.78929766,8.083663086,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1025,AL,Clarke,18.90847619,16.50005631,-2.408419881,33.35056305,26.93116951,-19.24823189,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,60.06493506,53.25443787,7.345779221,3.229783037,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,30.08889961,33.36499405,10.88805008,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1027,AL,Clay,18.90847619,16.50005631,-2.408419881,19.7446785,12.44981384,-36.94598007,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,52.42013553,52.12335693,11.9070668,9.605662285,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1029,AL,Cleburne,18.90847619,16.50005631,-2.408419881,23.72556877,17.98657799,-24.18905449,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,48.55751218,,10.22855002,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.46610641,14.43044281,-29.4910202,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1031,AL,Coffee,18.90847619,16.50005631,-2.408419881,16.16516304,17.03165436,5.360238552,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,36.33523645,41.56994502,7.939243779,5.396049684,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.05166245,21.84932709,-5.215829372,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1033,AL,Colbert,18.90847619,16.50005631,-2.408419881,22.53263474,15.69724751,-30.33549881,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,44.41281139,43.70926085,7.34282325,6.038617636,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.08912849,18.74948692,-18.79517174,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1035,AL,Conecuh,18.90847619,16.50005631,-2.408419881,39.97648621,30.52236176,-23.64921379,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,81.27559977,61.31147541,3.335283792,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1037,AL,Coosa,18.90847619,16.50005631,-2.408419881,23.28809357,18.88444519,-18.90944099,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,64.99608457,,7.909162099,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1039,AL,Covington,18.90847619,16.50005631,-2.408419881,27.79761696,22.78793335,-18.02198982,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,47.01964133,49.55414013,5.943637916,6.496815287,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,22.46171379,19.9566803,-11.15245914,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1041,AL,Crenshaw,18.90847619,16.50005631,-2.408419881,27.70791435,24.28928375,-12.33810139,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,50.36972597,,9.351892127,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,25.7783947,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1043,AL,Cullman,18.90847619,16.50005631,-2.408419881,18.97643471,12.89247417,-32.06060791,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,44.7588525,43.13941589,8.918940045,8.486184366,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,22.22861862,18.02616692,-18.90559006,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1045,AL,Dale,18.90847619,16.50005631,-2.408419881,27.47727966,23.32608795,-15.10772419,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,51.87854624,,6.517405306,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,17.90101242,15.60774899,-12.81080341,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1047,AL,Dallas,18.90847619,16.50005631,-2.408419881,53.30840683,45.92630386,-13.84791565,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,77.0073447,66.28319841,4.568654301,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,41.67624283,33.76894379,-18.97315788,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1049,AL,DeKalb,18.90847619,16.50005631,-2.408419881,26.10274696,22.32942772,-14.45564079,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,58.71183605,55.35188216,7.185278126,5.008183306,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,26.68217468,21.59346008,-19.07158852,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1051,AL,Elmore,18.90847619,16.50005631,-2.408419881,20.39911079,14.03087807,-31.21818733,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,41.04661933,45.99572062,6.614695894,7.397218401,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.10530472,16.69959259,-12.5918541,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1053,AL,Escambia,18.90847619,16.50005631,-2.408419881,34.02098465,26.52415466,-22.03590012,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,61.70940171,64.73301401,7.145299145,4.93170126,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,27.76264954,23.76731491,-14.39104271,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1055,AL,Etowah,18.90847619,16.50005631,-2.408419881,21.87542915,14.73326492,-32.64925385,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,48.66143693,50.73407379,8.000249035,8.738669731,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.43449402,21.32250023,-9.012329102,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1057,AL,Fayette,18.90847619,16.50005631,-2.408419881,28.50566483,25.28641319,-11.29337502,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,48.2815735,49.89596338,9.275362319,7.990012484,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,21.25785637,17.95550728,-15.53472328,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1059,AL,Franklin,18.90847619,16.50005631,-2.408419881,27.32063484,20.32068634,-25.62147141,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,56.98682386,37.64475616,8.789875173,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,33.5180397,28.55060196,-14.82019138,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1061,AL,Geneva,18.90847619,16.50005631,-2.408419881,29.04659271,21.49489594,-25.99856377,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,54.08394069,54.84652666,6.132194019,7.108239095,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.52393913,17.13288879,-16.52241516,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1063,AL,Greene,18.90847619,16.50005631,-2.408419881,49.04729462,40.10604095,-18.22986031,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,87.2754491,,5.613772455,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1065,AL,Hale,18.90847619,16.50005631,-2.408419881,34.04948044,29.28931427,-13.98014355,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,67.64592192,61.03461109,7.267104755,5.880163751,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,29.22307396,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1067,AL,Henry,18.90847619,16.50005631,-2.408419881,24.70808792,19.34254837,-21.71572113,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,53.35664336,54.2519685,7.237762238,6.220472441,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,,12.45086098,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1069,AL,Houston,18.90847619,16.50005631,-2.408419881,24.83585167,21.04776382,-15.25249863,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,53.64546788,57.95012437,6.168271991,6.14197334,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,27.21456337,23.41981506,-13.94381523,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1071,AL,Jackson,18.90847619,16.50005631,-2.408419881,22.54149818,15.74710846,-30.14169502,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,50,51.61210317,9.8,9.908234127,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.33599663,15.02019215,-22.32005119,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1073,AL,Jefferson,18.90847619,16.50005631,-2.408419881,24.61500359,20.02183533,-18.66003418,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,42.51865615,42.59428606,4.890921527,2.858980414,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,25.31826591,16.15116882,-36.20744324,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1075,AL,Lamar,18.90847619,16.50005631,-2.408419881,26.25482559,21.72068405,-17.26974487,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,50.10570825,49.12803063,7.78012685,11.48447469,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,18.19752884,14.13074017,-22.34802628,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1077,AL,Lauderdale,18.90847619,16.50005631,-2.408419881,18.50922394,13.49355602,-27.09820747,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,41.55695914,44.20703487,7.381477818,4.69762419,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.27026176,16.03138351,-16.80764961,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1079,AL,Lawrence,18.90847619,16.50005631,-2.408419881,24.56737137,20.68141174,-15.81756401,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,50.25871766,53.85250981,8.188976378,9.58479653,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.55108833,14.82397461,-24.17826462,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1081,AL,Lee,18.90847619,16.50005631,-2.408419881,15.91007137,12.26093864,-22.93599129,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,39.77475953,41.9307988,6.694378655,5.442118753,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,13.50119877,12.1559782,-9.963711739,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1083,AL,Limestone,18.90847619,16.50005631,-2.408419881,18.05386925,11.63552284,-35.55108643,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,39.22536389,40.76976422,5.738664882,5.471567268,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,16.30174065,12.41916943,-23.8169117,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1085,AL,Lowndes,18.90847619,16.50005631,-2.408419881,52.2081871,44.06510544,-15.59732723,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,90.77172153,71.19078105,1.888828926,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,28.58879471,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1087,AL,Macon,18.90847619,16.50005631,-2.408419881,52.88873672,35.59050751,-32.70682907,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,98.0600989,64.5267104,0,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,19.68454552,16.47230148,-16.31860924,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1089,AL,Madison,18.90847619,16.50005631,-2.408419881,14.79572105,13.2136898,-10.69249153,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,32.12649771,31.42347651,4.658652211,3.661420375,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,14.92884731,12.79518604,-14.2922039,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1091,AL,Marengo,18.90847619,16.50005631,-2.408419881,32.4042244,27.28172112,-15.80813408,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,61.9857504,60.55940467,6.182486785,5.080831409,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,30.60329056,28.41021156,-7.166154385,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1093,AL,Marion,18.90847619,16.50005631,-2.408419881,25.83934784,19.45831871,-24.69500923,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,47.6431317,50.26760865,8.436172365,8.220937701,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.95823479,18.23821449,-12.97828865,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1095,AL,Marshall,18.90847619,16.50005631,-2.408419881,23.25748062,18.91806602,-18.6581459,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,48.56245183,49.96044751,6.402276365,4.99491468,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,36.47017288,30.97797585,-15.05942154,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1097,AL,Mobile,18.90847619,16.50005631,-2.408419881,31.45818901,25.63563728,-18.50885773,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,62.85339113,48.71679424,5.291967916,0.734868463,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,24.57821274,22.09631348,-10.09796429,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1099,AL,Monroe,18.90847619,16.50005631,-2.408419881,30.84370041,22.67079353,-26.49781609,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,60.888216,,7.115821347,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,28.66276741,21.33860588,-25.55287552,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1101,AL,Montgomery,18.90847619,16.50005631,-2.408419881,32.35105133,29.07139969,-10.13769722,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,64.53724892,53.72766092,5.333079074,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,26.34539032,23.77017593,-9.774819374,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1103,AL,Morgan,18.90847619,16.50005631,-2.408419881,19.23103523,16.18722153,-15.82761192,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,,43.48293883,,5.087611436,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,24.88723183,20.64669991,-17.03898621,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1105,AL,Perry,18.90847619,16.50005631,-2.408419881,58.87503433,44.20530319,-24.91672707,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,96.8903437,68.59016393,0,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,44.16257858,,,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1107,AL,Pickens,18.90847619,16.50005631,-2.408419881,27.5375824,19.90401077,-27.72055817,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,68.05507745,57.53892898,5.886402754,5.013292822,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,27.38373375,20.83433914,-23.917099,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1109,AL,Pike,18.90847619,16.50005631,-2.408419881,31.05893517,24.3133831,-21.71855545,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,62.45421245,,6.95970696,,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,29.83115387,23.10483932,-22.54795265,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1111,AL,Randolph,18.90847619,16.50005631,-2.408419881,33.73350525,25.23526001,-25.19229889,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,57.8630137,57.5596817,6.082191781,5.623342175,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,23.00321388,19.37954521,-15.7528801,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1113,AL,Russell,18.90847619,16.50005631,-2.408419881,36.66330338,28.01151085,-23.59796143,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,61.52748037,60.67839196,7.515040277,6.804857621,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,25.49269485,29.61433601,16.1679306,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1115,AL,St. Clair,18.90847619,16.50005631,-2.408419881,19.74502373,14.137537,-28.39949417,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,41.79336276,41.76924841,7.054111493,5.818487652,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,20.66516113,16.46874428,-20.30672264,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1117,AL,Shelby,18.90847619,16.50005631,-2.408419881,9.558759689,7.27120924,-23.93145752,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,23.48941904,26.14381006,4.544758521,4.892597925,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,13.74855709,10.60453892,-22.86798668,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
1119,AL,Sumter,18.90847619,16.50005631,-2.408419881,43.65877151,34.1819725,-21.70651817,84.02,86.898,0,1,0,0,68.22604311,63.12658957,-5.099453542,85.58207501,65.09730069,5.358012664,0,27.20632814,33.47535394,6.269025798,3.16031985,6.369005538,3.208685689,31.5167141,28.56183624,-9.375590324,2.947682282,2.543569611,-0.404112671,33.48121147,32.91087574,-0.57033573,3.318826904,3.309759047,-0.009067857
